,review,label
77,"My daughter had an allergic reaction to this product--a rash on her lower back the morning after she wore the Goodnite the first night. We tried again the next night, and the rash became worse (she stayed dry all night both nights). We tried using the Goodnites a few nights after that, putting a pair of underwear on her first and then putting it over to protect her, but the Goodnite caused a rash anywhere it touched her lower back where the underwear wasn't protecting her. Just want to add that my daughter has never actually had an allergy to anything before that I know of, and we've used a lot of different brands of diapers.Also, don't be fooled that this will look like underwear in any way, this looks like a soft fluffy pull-up. When we took them out of the wrapper, my 2 year-old said ""that's a diaper! that's a pull-up"" and my 4 year-old was only willing to wear it because there is a picture of an older girl on the package.",False
78,"I tried this product based on the convincing positive reviews. I am very disappointed. This thing is so hard to operate one-handed. I don't like to leave the baby on the changing table for even a second, and with this device you have to have both hands to push diaper in, and then twist. I just set the diaper half way in now &amp; hope that I remember to push it through, and twist it when I have a spare minute, but it's a pain. I know a bunch of other mothers who also have used the genie, and were not impressed. I wish I would have taken their advice in the first place.",False
79,"I love this brand of bottles but, buy the thinner bottles. The wide Dr Brown bottles cost more and were to big for my daughter. The other nipples were better on the thinner, tall Dr. Brown bottles. Easier for a newborn to eat from the thinner bottles",False
80,This item looks great but is cheaply made and isnt even safe for your baby. The red wipes case transfers red color to all your wipes and when you report the issue to the company they do not care. They delete your posts on their facebook wall if it doesnt favor them. Do not buy this product or any skip hop product for that matter. Your baby deserves to use products made by a company that will stand behind their product and that actually cares about the welfare of your baby.,False
81,"#1 this stroller does not fit in any car#2 do fold it, you have to remove the seats#3 it is extremely dangerous. they have to stop selling it. the stearing mechanism broke at about a year. luckily my wife was a block away from the house and the neighboors had to help her bring the kids home. imagine being stranded far away!!!4. the turning radius is extremely wide. you have to move back and forth, left and right 2 or 3 times before you can make a turn",False
82,I only used mine once. It got ripped up on the return flight trip. Don't know if its the manufacturer or the airline's fault.,False
83,"I bought these cups because I thought the idea of no valve was excellent....however, I quickly learned that while it may be a good idea, it was very poorly executed in these cups. I have purchased (and returned) 2 packs of 2 because all 4 leaked. I thought maybe the first set was just a fluke...Nope. These cups are NOT spill proof. They aren't even drip proof! The return air valve leaks profusely on all of the ones I tested. I do NOT recommend these to anyone!!",False
84,"Don't bother buying this matress pad. It leaks right through it, on to the sheet!",False
85,"When I purchased this stroller, it sounded perfect. We took it out for a walk on the beach, it was impossible to turn and steer. This was a second stroller for my three year old boy - our Peg Perego Aria - although dirty and old works so much smoother. My husband has tried this stroller out too and told me to toss it or give it away. Don't waste your money!",False
86,"This very cute product is designed for only ONE style of bathtub spigot - the kind that has NO water diverter where the water flows out, and NO shower pull-up handle (look at the customer pictures to see the illustrations.) On top of that, this cover is too short for any of our spigots!One of our spigots has a diverter and when I tried this cover, the water sprays weakly from all sides of the mouth instead of flowing nicely towards the front.This cover won't slip onto our spigots that have a shower pull-up handle. If your spigot has a flat-top shower pull-up or it can be unscrewed, then perhaps you can make this work.AND it's too short! When the cover is on a spigot, the back of the cover won't meet the tile wall, which means it can't be caulked into place, which means it is easily bumped out of position, spewing water everywhere, or perhaps worse, falling off the spigot entirely. No good!This product should have been designed to accommodate more styles of spigots.",False
87,I have to agree with everyone else. This monitor is horrible!!!! I live in a busy traffic area and I am constantly listening to people's phone conversations. I even picked up a police radio once. Save your money and buy something else.,False
88,"I'm just over 5'3"" and I absolutely could not use this sling. It just was not comfortable. The strap seemed to hit me in the wrong spot on my shoulder, and it just hurt. So I returned it. It does seem like it's really well made. But I thought that it was maybe a little too heavy even before I tried putting my daughter inside. I ended up finding a pattern online and sewing a basic pouch sling myself using trouser-weight fabric.",False
89,"The products don't come with a ""snack over lid"" or the lid. As a result of that, I had to use plastic wraps to cover the snack trap to prevent dirt/dust from going into the snack trap. I finally attempted to order the lids online and had trouble doing so because they have a very bad website. Well, I wrote and called and got no response from the company. What is the point of getting the snack trap if it doesn't come with lids? The product is poorly designed. I wish I didn't spend my money on it. What a waste!",False
90,"This monitor has a tendency to pick up interference from different appliances being used in the house. Fans, lights etc. Our big screen tv renders the product useless -it just puts out static. The voice activated feature pops when used, very annoying. We ended up disabling that feature (and that was the very reason we bought this model). Extremely disappointed with this product.",False
91,"I'm the type of consumer who rarely writes a bad review, but these diapers deserve it, especially for being Pampers brand and not just a generic. The mesh inside the diaper sticks to one side and completely rips apart when you try to separate the mesh from the side of the diaper so that you can place your baby in it. Pampers is still a great brand, and we've never had a problem with them before, but steer clear of this particular product. Poorly designed and LOW quality.",False
92,This belt positioners is no replacement for the security and safety afforded by a federally certified booster seat. This belt positioner allows for too much movement on the part of the child and is not able to keep them properly positioned in the adult seat belt system. If your child is too large for their car seat then spend the few extra dollars and purchase a belt positioning booster to make their ride more comfortable and safer.,False
93,"About two weeks after sending the last of my easy to use First Years baby gates to the Goodwill, we decided to get a puppy. I looked around for those same baby gates, but couldn't find any. I found this gate and, while it is absolutely hideous, it's was cheap, which is good since I didn't know how long I'd need it for.I realize some people here have found this gate easy to use, but I am not one of them. I can't imagine how people are able to operate it one handed. Sure, it's easy to unlatch and remove from the door frame one handed, but setting it back up is a challenge. Maybe it was just my particular gate, but it didn't slide easily AT ALL. It took quite a bit of effort to pull the one side out to make it larger, then I would have to carefully tap it down to the size I needed so it would fit the door frame again, since the four rubber stoppers prevented me from just slipping it back into the doorway. At first I thought it was just me, but even husband, a naval nuclear engineer, struggled with it...so that made me feel better. Again...it may just be our particular gate, but my experience with it has been mostly negative.In the end I'm glad I went cheap because we ended up not really needing it (puppy is kept in the bathroom at night with the door closed instead of a gate up), but we'll keep it around just in case. If you're planning on using this for a child, I say pass...unless you're going to put it up in a doorway and leave it there. In that case it's a great gate because it's so cheap. But it your planning on removing it frequently from wherever you put it, look elsewhere.",False
94,"Let me emphasize how HORRIBLE THE RECEPTION ON THIS THING IS!! We bought it a week ago and have been playing with it to get it to work without sounding like an static-filled air control tower. Moving it from place to place, etc. My husband and I have not rested well since we bought the damn thing. Last night we even got in an argument, half-asleep in the middle of the night because that stupid thing just flared up and got all loud and static around 2 a.m. Even if we turn on the PS2, the TV or god forbid talk on the phone or walk by it...forget it. Now, here we go again back to the store........don't waste your money!!",False
95,This chair is such a pain to move anywhere. I would like this chair fine if I didn't want to move it around my kitchen. The brakes are constantly being pushed down by the covers of the legs and I can't get it to roll. I don't personally use the brakes yet because my daughter doesn't move it. I have been trying to contact Graco to see if this is a common problem and what they will do to fix it.,False
96,"I set this gate up at the bottom of the stairs in my house, but from the start, it didn't feel very sturdy. The metal parts are nice, but the locking mechanism is mostly plastic, and made very poorly. I have needed to tighten the gate at least once each day during the four days it has been installed. If it is a little loose, it pops open with a little shaking, which my 18 month old has already done. We are shopping for a new gate.",False
97,I didn't think these bottles were that great. My child isn't collicky and doesn't have digestive problems so maybe I would rate this item differently if she were. I thought maybe she would burp or spit up less with these bottles compared to regular bottles but she didn't. Plus there are more parts to clean. My husband hated them after the first couple of tries but I wanted to give them a chance. So after a couple of weeks I also gave up on them and use them as regular bottles instead of attaching all the parts. Save your money and get a different brand.,False
98,"I purchased this stroller for 2 based on manuvarability and stability.. I could not have picked a worse choice!! Within 30 days, the fabric was ripping, it is lighter than most strollers for 2, yet this is not as convienient as it seemed. The wheels have to lock in certain positions, the basket is lightweight and very unaccessable and it does not have a kick bar (the bar in the back of the stroller to help position to go up curbs, the one that you lean your weight on). When the front is reclined, the child in the fronts feet and legs are being squished. The sun shades / hoods are not easily moved to position for shade.Amazon has agreed to take stroller back.. I'm extremely happy about that!!!I would not recommend this product at all..MOM of TWINS..",False
99,"I don't know if it fits better on another brand of car seat, but the fit on the chicco keyfit, is all wonky, it doesn't cover all of the top, and it runs quite short. We were up in Conn. during a snowstorm over Halloween weekend recently, and being from VA, i wanted to make sure she stayed warm, so i got some tight and this to supplement what clothes i had with me to keep her warm. It did keep her warm, but it doesn't even go to the end of the car seat on either end, and my husband hates to try and buckle her in with it as he has a hard time find where straps have gone, its a good thing i don't think we will be using it long as shes over 6 months now. I posted pictures because i wanted to see how they fit before buying one initially, and nowhere did i find pictures of them on different brand seats.",False
